age,count,date,deceased,gender,medical_worker,prefecture,status
UNK,26,2021-11-11,TRUE,U,FALSE,40,2
-64,660,2021-11-12,FALSE,F,FALSE,40,1
-64,2534,2021-11-12,FALSE,F,FALSE,40,2
65-,35,2021-11-12,FALSE,F,FALSE,40,1
65-,92,2021-11-12,FALSE,F,FALSE,40,2
-64,731,2021-11-12,FALSE,M,FALSE,40,1
-64,2850,2021-11-12,FALSE,M,FALSE,40,2
65-,26,2021-11-12,FALSE,M,FALSE,40,1
65-,55,2021-11-12,FALSE,M,FALSE,40,2
UNK,17,2021-11-12,TRUE,U,FALSE,40,1
UNK,72,2021-11-12,TRUE,U,FALSE,40,2
-64,1264,2021-11-13,FALSE,F,FALSE,40,1
-64,5344,2021-11-13,FALSE,F,FALSE,40,2
65-,59,2021-11-13,FALSE,F,FALSE,40,1
65-,178,2021-11-13,FALSE,F,FALSE,40,2
-64,1392,2021-11-13,FALSE,M,FALSE,40,1
-64,5772,2021-11-13,FALSE,M,FALSE,40,2
65-,39,2021-11-13,FALSE,M,FALSE,40,1
65-,135,2021-11-13,FALSE,M,FALSE,40,2
UNK,25,2021-11-13,TRUE,U,FALSE,40,1
UNK,58,2021-11-13,TRUE,U,FALSE,40,2
-64,718,2021-11-14,FALSE,F,FALSE,40,1
-64,4231,2021-11-14,FALSE,F,FALSE,40,2
65-,36,2021-11-14,FALSE,F,FALSE,40,1
65-,200,2021-11-14,FALSE,F,FALSE,40,2
-64,1033,2021-11-14,FALSE,M,FALSE,40,1
-64,5057,2021-11-14,FALSE,M,FALSE,40,2
65-,25,2021-11-14,FALSE,M,FALSE,40,1
65-,126,2021-11-14,FALSE,M,FALSE,40,2
UNK,26,2021-11-14,TRUE,U,FALSE,40,1
UNK,54,2021-11-14,TRUE,U,FALSE,40,2
-64,175,2021-11-15,FALSE,F,FALSE,40,1
-64,842,2021-11-15,FALSE,F,FALSE,40,2
65-,3,2021-11-15,FALSE,F,FALSE,40,1
65-,47,2021-11-15,FALSE,F,FALSE,40,2
-64,200,2021-11-15,FALSE,M,FALSE,40,1
-64,948,2021-11-15,FALSE,M,FALSE,40,2
65-,12,2021-11-15,FALSE,M,FALSE,40,1
65-,31,2021-11-15,FALSE,M,FALSE,40,2
UNK,4,2021-11-15,TRUE,U,FALSE,40,1
UNK,43,2021-11-15,TRUE,U,FALSE,40,2
-64,311,2021-11-16,FALSE,F,FALSE,40,1
-64,1426,2021-11-16,FALSE,F,FALSE,40,2
65-,23,2021-11-16,FALSE,F,FALSE,40,1
65-,76,2021-11-16,FALSE,F,FALSE,40,2
-64,377,2021-11-16,FALSE,M,FALSE,40,1
-64,1521,2021-11-16,FALSE,M,FALSE,40,2
65-,17,2021-11-16,FALSE,M,FALSE,40,1
65-,68,2021-11-16,FALSE,M,FALSE,40,2
UNK,16,2021-11-16,TRUE,U,FALSE,40,1
UNK,41,2021-11-16,TRUE,U,FALSE,40,2
-64,264,2021-11-17,FALSE,F,FALSE,40,1
-64,1240,2021-11-17,FALSE,F,FALSE,40,2
65-,13,2021-11-17,FALSE,F,FALSE,40,1
65-,82,2021-11-17,FALSE,F,FALSE,40,2
-64,351,2021-11-17,FALSE,M,FALSE,40,1
-64,1362,2021-11-17,FALSE,M,FALSE,40,2
65-,13,2021-11-17,FALSE,M,FALSE,40,1
65-,51,2021-11-17,FALSE,M,FALSE,40,2
UNK,15,2021-11-17,TRUE,U,FALSE,40,1
UNK,45,2021-11-17,TRUE,U,FALSE,40,2
-64,234,2021-11-18,FALSE,F,FALSE,40,1
-64,1339,2021-11-18,FALSE,F,FALSE,40,2
65-,19,2021-11-18,FALSE,F,FALSE,40,1
65-,70,2021-11-18,FALSE,F,FALSE,40,2
-64,278,2021-11-18,FALSE,M,FALSE,40,1
-64,1500,2021-11-18,FALSE,M,FALSE,40,2
65-,9,2021-11-18,FALSE,M,FALSE,40,1
65-,67,2021-11-18,FALSE,M,FALSE,40,2
UNK,8,2021-11-18,TRUE,U,FALSE,40,1
UNK,37,2021-11-18,TRUE,U,FALSE,40,2
-64,448,2021-11-19,FALSE,F,FALSE,40,1
-64,1947,2021-11-19,FALSE,F,FALSE,40,2
65-,29,2021-11-19,FALSE,F,FALSE,40,1
65-,66,2021-11-19,FALSE,F,FALSE,40,2
-64,548,2021-11-19,FALSE,M,FALSE,40,1
-64,2011,2021-11-19,FALSE,M,FALSE,40,2
65-,24,2021-11-19,FALSE,M,FALSE,40,1
65-,65,2021-11-19,FALSE,M,FALSE,40,2
UNK,13,2021-11-19,TRUE,U,FALSE,40,1
UNK,53,2021-11-19,TRUE,U,FALSE,40,2
-64,1056,2021-11-20,FALSE,F,FALSE,40,1
-64,5316,2021-11-20,FALSE,F,FALSE,40,2
65-,65,2021-11-20,FALSE,F,FALSE,40,1
65-,235,2021-11-20,FALSE,F,FALSE,40,2
-64,1284,2021-11-20,FALSE,M,FALSE,40,1
-64,5635,2021-11-20,FALSE,M,FALSE,40,2
65-,38,2021-11-20,FALSE,M,FALSE,40,1
65-,145,2021-11-20,FALSE,M,FALSE,40,2
UNK,33,2021-11-20,TRUE,U,FALSE,40,1
UNK,83,2021-11-20,TRUE,U,FALSE,40,2
-64,822,2021-11-21,FALSE,F,FALSE,40,1
-64,6330,2021-11-21,FALSE,F,FALSE,40,2
65-,42,2021-11-21,FALSE,F,FALSE,40,1
65-,296,2021-11-21,FALSE,F,FALSE,40,2
-64,996,2021-11-21,FALSE,M,FALSE,40,1
-64,7414,2021-11-21,FALSE,M,FALSE,40,2
65-,47,2021-11-21,FALSE,M,FALSE,40,1
65-,220,2021-11-21,FALSE,M,FALSE,40,2
UNK,21,2021-11-21,TRUE,U,FALSE,40,1
UNK,78,2021-11-21,TRUE,U,FALSE,40,2
-64,179,2021-11-22,FALSE,F,FALSE,40,1
-64,638,2021-11-22,FALSE,F,FALSE,40,2
65-,11,2021-11-22,FALSE,F,FALSE,40,1
65-,19,2021-11-22,FALSE,F,FALSE,40,2
-64,227,2021-11-22,FALSE,M,FALSE,40,1
-64,743,2021-11-22,FALSE,M,FALSE,40,2
65-,8,2021-11-22,FALSE,M,FALSE,40,1
65-,32,2021-11-22,FALSE,M,FALSE,40,2
UNK,13,2021-11-22,TRUE,U,FALSE,40,1
UNK,24,2021-11-22,TRUE,U,FALSE,40,2
-64,202,2021-11-23,FALSE,F,FALSE,40,1
-64,442,2021-11-23,FALSE,F,FALSE,40,2
65-,10,2021-11-23,FALSE,F,FALSE,40,1
65-,20,2021-11-23,FALSE,F,FALSE,40,2
-64,220,2021-11-23,FALSE,M,FALSE,40,1
-64,445,2021-11-23,FALSE,M,FALSE,40,2
65-,6,2021-11-23,FALSE,M,FALSE,40,1
65-,14,2021-11-23,FALSE,M,FALSE,40,2
UNK,4,2021-11-23,TRUE,U,FALSE,40,1
UNK,11,2021-11-23,TRUE,U,FALSE,40,2
-64,297,2021-11-24,FALSE,F,FALSE,40,1
-64,717,2021-11-24,FALSE,F,FALSE,40,2
65-,15,2021-11-24,FALSE,F,FALSE,40,1
65-,34,2021-11-24,FALSE,F,FALSE,40,2
-64,373,2021-11-24,FALSE,M,FALSE,40,1
-64,855,2021-11-24,FALSE,M,FALSE,40,2
65-,12,2021-11-24,FALSE,M,FALSE,40,1
65-,30,2021-11-24,FALSE,M,FALSE,40,2
UNK,13,2021-11-24,TRUE,U,FALSE,40,1
UNK,24,2021-11-24,TRUE,U,FALSE,40,2
-64,295,2021-11-25,FALSE,F,FALSE,40,1
-64,967,2021-11-25,FALSE,F,FALSE,40,2
65-,15,2021-11-25,FALSE,F,FALSE,40,1
65-,36,2021-11-25,FALSE,F,FALSE,40,2
-64,374,2021-11-25,FALSE,M,FALSE,40,1
-64,1173,2021-11-25,FALSE,M,FALSE,40,2
65-,19,2021-11-25,FALSE,M,FALSE,40,1
65-,39,2021-11-25,FALSE,M,FALSE,40,2
UNK,12,2021-11-25,TRUE,U,FALSE,40,1
UNK,31,2021-11-25,TRUE,U,FALSE,40,2
-64,613,2021-11-26,FALSE,F,FALSE,40,1
-64,1763,2021-11-26,FALSE,F,FALSE,40,2
65-,26,2021-11-26,FALSE,F,FALSE,40,1
65-,72,2021-11-26,FALSE,F,FALSE,40,2
-64,782,2021-11-26,FALSE,M,FALSE,40,1
-64,1978,2021-11-26,FALSE,M,FALSE,40,2
65-,23,2021-11-26,FALSE,M,FALSE,40,1
65-,65,2021-11-26,FALSE,M,FALSE,40,2
UNK,26,2021-11-26,TRUE,U,FALSE,40,1
UNK,58,2021-11-26,TRUE,U,FALSE,40,2
-64,934,2021-11-27,FALSE,F,FALSE,40,1
-64,2793,2021-11-27,FALSE,F,FALSE,40,2
65-,57,2021-11-27,FALSE,F,FALSE,40,1
65-,101,2021-11-27,FALSE,F,FALSE,40,2
-64,1079,2021-11-27,FALSE,M,FALSE,40,1
-64,3298,2021-11-27,FALSE,M,FALSE,40,2
65-,43,2021-11-27,FALSE,M,FALSE,40,1
65-,85,2021-11-27,FALSE,M,FALSE,40,2
UNK,44,2021-11-27,TRUE,U,FALSE,40,1
UNK,41,2021-11-27,TRUE,U,FALSE,40,2
-64,365,2021-11-28,FALSE,F,FALSE,40,1
-64,1783,2021-11-28,FALSE,F,FALSE,40,2
65-,23,2021-11-28,FALSE,F,FALSE,40,1
65-,78,2021-11-28,FALSE,F,FALSE,40,2
-64,422,2021-11-28,FALSE,M,FALSE,40,1
-64,2248,2021-11-28,FALSE,M,FALSE,40,2
65-,23,2021-11-28,FALSE,M,FALSE,40,1
65-,60,2021-11-28,FALSE,M,FALSE,40,2
UNK,17,2021-11-28,TRUE,U,FALSE,40,1
UNK,53,2021-11-28,TRUE,U,FALSE,40,2
-64,213,2021-11-29,FALSE,F,FALSE,40,1
-64,590,2021-11-29,FALSE,F,FALSE,40,2
65-,10,2021-11-29,FALSE,F,FALSE,40,1
65-,34,2021-11-29,FALSE,F,FALSE,40,2
-64,317,2021-11-29,FALSE,M,FALSE,40,1
-64,725,2021-11-29,FALSE,M,FALSE,40,2
65-,17,2021-11-29,FALSE,M,FALSE,40,1
65-,26,2021-11-29,FALSE,M,FALSE,40,2
UNK,6,2021-11-29,TRUE,U,FALSE,40,1
UNK,15,2021-11-29,TRUE,U,FALSE,40,2
-64,294,2021-11-30,FALSE,F,FALSE,40,1
-64,690,2021-11-30,FALSE,F,FALSE,40,2
65-,22,2021-11-30,FALSE,F,FALSE,40,1
65-,25,2021-11-30,FALSE,F,FALSE,40,2
-64,318,2021-11-30,FALSE,M,FALSE,40,1
-64,759,2021-11-30,FALSE,M,FALSE,40,2
65-,19,2021-11-30,FALSE,M,FALSE,40,1
65-,26,2021-11-30,FALSE,M,FALSE,40,2
UNK,14,2021-11-30,TRUE,U,FALSE,40,1
UNK,21,2021-11-30,TRUE,U,FALSE,40,2
-64,318,2021-12-01,FALSE,F,FALSE,40,1
-64,492,2021-12-01,FALSE,F,FALSE,40,2
-64,54,2021-12-01,FALSE,F,FALSE,40,3
65-,21,2021-12-01,FALSE,F,FALSE,40,1
65-,15,2021-12-01,FALSE,F,FALSE,40,2
65-,1,2021-12-01,FALSE,F,FALSE,40,3
-64,384,2021-12-01,FALSE,M,FALSE,40,1
-64,615,2021-12-01,FALSE,M,FALSE,40,2
-64,52,2021-12-01,FALSE,M,FALSE,40,3
65-,13,2021-12-01,FALSE,M,FALSE,40,1
65-,19,2021-12-01,FALSE,M,FALSE,40,2
65-,9,2021-12-01,FALSE,M,FALSE,40,3
UNK,11,2021-12-01,TRUE,U,FALSE,40,1
UNK,16,2021-12-01,TRUE,U,FALSE,40,2
-64,246,2021-12-02,FALSE,F,FALSE,40,1
-64,535,2021-12-02,FALSE,F,FALSE,40,2
-64,12,2021-12-02,FALSE,F,FALSE,40,3
65-,20,2021-12-02,FALSE,F,FALSE,40,1
65-,28,2021-12-02,FALSE,F,FALSE,40,2
65-,1,2021-12-02,FALSE,F,FALSE,40,3
-64,338,2021-12-02,FALSE,M,FALSE,40,1
-64,659,2021-12-02,FALSE,M,FALSE,40,2
-64,3,2021-12-02,FALSE,M,FALSE,40,3
65-,16,2021-12-02,FALSE,M,FALSE,40,1
65-,14,2021-12-02,FALSE,M,FALSE,40,2
UNK,11,2021-12-02,TRUE,U,FALSE,40,1
UNK,12,2021-12-02,TRUE,U,FALSE,40,2
-64,371,2021-12-03,FALSE,F,FALSE,40,1
-64,844,2021-12-03,FALSE,F,FALSE,40,2
-64,10,2021-12-03,FALSE,F,FALSE,40,3
65-,13,2021-12-03,FALSE,F,FALSE,40,1
65-,33,2021-12-03,FALSE,F,FALSE,40,2
-64,458,2021-12-03,FALSE,M,FALSE,40,1
-64,935,2021-12-03,FALSE,M,FALSE,40,2
-64,10,2021-12-03,FALSE,M,FALSE,40,3
65-,11,2021-12-03,FALSE,M,FALSE,40,1
65-,21,2021-12-03,FALSE,M,FALSE,40,2
65-,2,2021-12-03,FALSE,M,FALSE,40,3
UNK,18,2021-12-03,TRUE,U,FALSE,40,1
UNK,21,2021-12-03,TRUE,U,FALSE,40,2
-64,838,2021-12-04,FALSE,F,FALSE,40,1
-64,1653,2021-12-04,FALSE,F,FALSE,40,2
-64,5,2021-12-04,FALSE,F,FALSE,40,3
65-,45,2021-12-04,FALSE,F,FALSE,40,1
65-,80,2021-12-04,FALSE,F,FALSE,40,2
65-,1,2021-12-04,FALSE,F,FALSE,40,3
-64,862,2021-12-04,FALSE,M,FALSE,40,1
-64,1887,2021-12-04,FALSE,M,FALSE,40,2
-64,3,2021-12-04,FALSE,M,FALSE,40,3
65-,31,2021-12-04,FALSE,M,FALSE,40,1
65-,56,2021-12-04,FALSE,M,FALSE,40,2
UNK,15,2021-12-04,TRUE,U,FALSE,40,1
UNK,39,2021-12-04,TRUE,U,FALSE,40,2
-64,314,2021-12-05,FALSE,F,FALSE,40,1
-64,1219,2021-12-05,FALSE,F,FALSE,40,2
-64,6,2021-12-05,FALSE,F,FALSE,40,3
65-,15,2021-12-05,FALSE,F,FALSE,40,1
65-,53,2021-12-05,FALSE,F,FALSE,40,2
65-,1,2021-12-05,FALSE,F,FALSE,40,3
-64,417,2021-12-05,FALSE,M,FALSE,40,1
-64,1542,2021-12-05,FALSE,M,FALSE,40,2
-64,4,2021-12-05,FALSE,M,FALSE,40,3
65-,15,2021-12-05,FALSE,M,FALSE,40,1
65-,39,2021-12-05,FALSE,M,FALSE,40,2
UNK,7,2021-12-05,TRUE,U,FALSE,40,1
UNK,35,2021-12-05,TRUE,U,FALSE,40,2
-64,154,2021-12-06,FALSE,F,FALSE,40,1
-64,276,2021-12-06,FALSE,F,FALSE,40,2
-64,146,2021-12-06,FALSE,F,FALSE,40,3
65-,11,2021-12-06,FALSE,F,FALSE,40,1
65-,8,2021-12-06,FALSE,F,FALSE,40,2
65-,13,2021-12-06,FALSE,F,FALSE,40,3
-64,192,2021-12-06,FALSE,M,FALSE,40,1
-64,330,2021-12-06,FALSE,M,FALSE,40,2
-64,81,2021-12-06,FALSE,M,FALSE,40,3
65-,14,2021-12-06,FALSE,M,FALSE,40,1
65-,11,2021-12-06,FALSE,M,FALSE,40,2
65-,12,2021-12-06,FALSE,M,FALSE,40,3
UNK,6,2021-12-06,TRUE,U,FALSE,40,1
UNK,10,2021-12-06,TRUE,U,FALSE,40,2
-64,182,2021-12-07,FALSE,F,FALSE,40,1
-64,421,2021-12-07,FALSE,F,FALSE,40,2
-64,146,2021-12-07,FALSE,F,FALSE,40,3
65-,15,2021-12-07,FALSE,F,FALSE,40,1
65-,23,2021-12-07,FALSE,F,FALSE,40,2
65-,11,2021-12-07,FALSE,F,FALSE,40,3
-64,241,2021-12-07,FALSE,M,FALSE,40,1
-64,480,2021-12-07,FALSE,M,FALSE,40,2
-64,88,2021-12-07,FALSE,M,FALSE,40,3
65-,8,2021-12-07,FALSE,M,FALSE,40,1
65-,16,2021-12-07,FALSE,M,FALSE,40,2
65-,16,2021-12-07,FALSE,M,FALSE,40,3
UNK,6,2021-12-07,TRUE,U,FALSE,40,1
UNK,17,2021-12-07,TRUE,U,FALSE,40,2
UNK,2,2021-12-07,TRUE,U,FALSE,40,3
-64,248,2021-12-08,FALSE,F,FALSE,40,1
-64,364,2021-12-08,FALSE,F,FALSE,40,2
-64,32,2021-12-08,FALSE,F,FALSE,40,3
65-,16,2021-12-08,FALSE,F,FALSE,40,1
65-,15,2021-12-08,FALSE,F,FALSE,40,2
65-,3,2021-12-08,FALSE,F,FALSE,40,3
-64,277,2021-12-08,FALSE,M,FALSE,40,1
-64,448,2021-12-08,FALSE,M,FALSE,40,2
-64,31,2021-12-08,FALSE,M,FALSE,40,3
65-,11,2021-12-08,FALSE,M,FALSE,40,1
65-,12,2021-12-08,FALSE,M,FALSE,40,2
65-,6,2021-12-08,FALSE,M,FALSE,40,3
UNK,7,2021-12-08,TRUE,U,FALSE,40,1
UNK,12,2021-12-08,TRUE,U,FALSE,40,2
UNK,2,2021-12-08,TRUE,U,FALSE,40,3
-64,221,2021-12-09,FALSE,F,FALSE,40,1
-64,349,2021-12-09,FALSE,F,FALSE,40,2
-64,126,2021-12-09,FALSE,F,FALSE,40,3
65-,9,2021-12-09,FALSE,F,FALSE,40,1
65-,14,2021-12-09,FALSE,F,FALSE,40,2
65-,10,2021-12-09,FALSE,F,FALSE,40,3
-64,289,2021-12-09,FALSE,M,FALSE,40,1
-64,424,2021-12-09,FALSE,M,FALSE,40,2
-64,63,2021-12-09,FALSE,M,FALSE,40,3
65-,11,2021-12-09,FALSE,M,FALSE,40,1
65-,9,2021-12-09,FALSE,M,FALSE,40,2
65-,8,2021-12-09,FALSE,M,FALSE,40,3
UNK,4,2021-12-09,TRUE,U,FALSE,40,1
UNK,13,2021-12-09,TRUE,U,FALSE,40,2
-64,150,2021-12-10,FALSE,F,FALSE,40,1
-64,535,2021-12-10,FALSE,F,FALSE,40,2
-64,812,2021-12-10,FALSE,F,FALSE,40,3
65-,6,2021-12-10,FALSE,F,FALSE,40,1
65-,27,2021-12-10,FALSE,F,FALSE,40,2
65-,30,2021-12-10,FALSE,F,FALSE,40,3
-64,182,2021-12-10,FALSE,M,FALSE,40,1
-64,645,2021-12-10,FALSE,M,FALSE,40,2
-64,391,2021-12-10,FALSE,M,FALSE,40,3
65-,5,2021-12-10,FALSE,M,FALSE,40,1
65-,18,2021-12-10,FALSE,M,FALSE,40,2
65-,41,2021-12-10,FALSE,M,FALSE,40,3
UNK,9,2021-12-10,TRUE,U,FALSE,40,1
UNK,15,2021-12-10,TRUE,U,FALSE,40,2
UNK,4,2021-12-10,TRUE,U,FALSE,40,3
-64,243,2021-12-11,FALSE,F,FALSE,40,1
-64,1174,2021-12-11,FALSE,F,FALSE,40,2
-64,62,2021-12-11,FALSE,F,FALSE,40,3
65-,14,2021-12-11,FALSE,F,FALSE,40,1
65-,51,2021-12-11,FALSE,F,FALSE,40,2
65-,4,2021-12-11,FALSE,F,FALSE,40,3
-64,332,2021-12-11,FALSE,M,FALSE,40,1
-64,1412,2021-12-11,FALSE,M,FALSE,40,2
-64,23,2021-12-11,FALSE,M,FALSE,40,3
65-,3,2021-12-11,FALSE,M,FALSE,40,1
65-,27,2021-12-11,FALSE,M,FALSE,40,2
65-,4,2021-12-11,FALSE,M,FALSE,40,3
UNK,10,2021-12-11,TRUE,U,FALSE,40,1
UNK,35,2021-12-11,TRUE,U,FALSE,40,2
-64,160,2021-12-12,FALSE,F,FALSE,40,1
-64,597,2021-12-12,FALSE,F,FALSE,40,2
-64,13,2021-12-12,FALSE,F,FALSE,40,3
65-,13,2021-12-12,FALSE,F,FALSE,40,1
65-,27,2021-12-12,FALSE,F,FALSE,40,2
65-,3,2021-12-12,FALSE,F,FALSE,40,3
-64,286,2021-12-12,FALSE,M,FALSE,40,1
-64,725,2021-12-12,FALSE,M,FALSE,40,2
-64,4,2021-12-12,FALSE,M,FALSE,40,3
65-,7,2021-12-12,FALSE,M,FALSE,40,1
65-,23,2021-12-12,FALSE,M,FALSE,40,2
65-,4,2021-12-12,FALSE,M,FALSE,40,3
UNK,4,2021-12-12,TRUE,U,FALSE,40,1
UNK,19,2021-12-12,TRUE,U,FALSE,40,2
-64,81,2021-12-13,FALSE,F,FALSE,40,1
-64,185,2021-12-13,FALSE,F,FALSE,40,2
-64,748,2021-12-13,FALSE,F,FALSE,40,3
65-,4,2021-12-13,FALSE,F,FALSE,40,1
65-,12,2021-12-13,FALSE,F,FALSE,40,2
65-,32,2021-12-13,FALSE,F,FALSE,40,3
-64,126,2021-12-13,FALSE,M,FALSE,40,1
-64,222,2021-12-13,FALSE,M,FALSE,40,2
-64,418,2021-12-13,FALSE,M,FALSE,40,3
65-,6,2021-12-13,FALSE,M,FALSE,40,1
65-,7,2021-12-13,FALSE,M,FALSE,40,2
65-,52,2021-12-13,FALSE,M,FALSE,40,3
UNK,7,2021-12-13,TRUE,U,FALSE,40,1
UNK,7,2021-12-13,TRUE,U,FALSE,40,2
UNK,3,2021-12-13,TRUE,U,FALSE,40,3
-64,103,2021-12-14,FALSE,F,FALSE,40,1
-64,199,2021-12-14,FALSE,F,FALSE,40,2
-64,979,2021-12-14,FALSE,F,FALSE,40,3
65-,8,2021-12-14,FALSE,F,FALSE,40,1
65-,10,2021-12-14,FALSE,F,FALSE,40,2
65-,57,2021-12-14,FALSE,F,FALSE,40,3
-64,163,2021-12-14,FALSE,M,FALSE,40,1
-64,209,2021-12-14,FALSE,M,FALSE,40,2
-64,511,2021-12-14,FALSE,M,FALSE,40,3
65-,6,2021-12-14,FALSE,M,FALSE,40,1
65-,3,2021-12-14,FALSE,M,FALSE,40,2
65-,71,2021-12-14,FALSE,M,FALSE,40,3
UNK,1,2021-12-14,TRUE,U,FALSE,40,1
UNK,8,2021-12-14,TRUE,U,FALSE,40,2
UNK,8,2021-12-14,TRUE,U,FALSE,40,3
-64,226,2021-12-15,FALSE,F,FALSE,40,1
-64,295,2021-12-15,FALSE,F,FALSE,40,2
-64,1484,2021-12-15,FALSE,F,FALSE,40,3
65-,22,2021-12-15,FALSE,F,FALSE,40,1
65-,15,2021-12-15,FALSE,F,FALSE,40,2
65-,75,2021-12-15,FALSE,F,FALSE,40,3
-64,353,2021-12-15,FALSE,M,FALSE,40,1
-64,344,2021-12-15,FALSE,M,FALSE,40,2
-64,628,2021-12-15,FALSE,M,FALSE,40,3
65-,16,2021-12-15,FALSE,M,FALSE,40,1
65-,15,2021-12-15,FALSE,M,FALSE,40,2
65-,89,2021-12-15,FALSE,M,FALSE,40,3
UNK,13,2021-12-15,TRUE,U,FALSE,40,1
UNK,18,2021-12-15,TRUE,U,FALSE,40,2
UNK,12,2021-12-15,TRUE,U,FALSE,40,3
-64,227,2021-12-16,FALSE,F,FALSE,40,1
-64,278,2021-12-16,FALSE,F,FALSE,40,2
-64,2160,2021-12-16,FALSE,F,FALSE,40,3
65-,14,2021-12-16,FALSE,F,FALSE,40,1
65-,20,2021-12-16,FALSE,F,FALSE,40,2
65-,128,2021-12-16,FALSE,F,FALSE,40,3
-64,353,2021-12-16,FALSE,M,FALSE,40,1
-64,346,2021-12-16,FALSE,M,FALSE,40,2
-64,904,2021-12-16,FALSE,M,FALSE,40,3
65-,16,2021-12-16,FALSE,M,FALSE,40,1
65-,20,2021-12-16,FALSE,M,FALSE,40,2
65-,103,2021-12-16,FALSE,M,FALSE,40,3
UNK,8,2021-12-16,TRUE,U,FALSE,40,1
UNK,10,2021-12-16,TRUE,U,FALSE,40,2
UNK,13,2021-12-16,TRUE,U,FALSE,40,3
-64,361,2021-12-17,FALSE,F,FALSE,40,1
-64,596,2021-12-17,FALSE,F,FALSE,40,2
-64,2985,2021-12-17,FALSE,F,FALSE,40,3
65-,20,2021-12-17,FALSE,F,FALSE,40,1
65-,27,2021-12-17,FALSE,F,FALSE,40,2
65-,164,2021-12-17,FALSE,F,FALSE,40,3
-64,446,2021-12-17,FALSE,M,FALSE,40,1
-64,779,2021-12-17,FALSE,M,FALSE,40,2
-64,1180,2021-12-17,FALSE,M,FALSE,40,3
65-,32,2021-12-17,FALSE,M,FALSE,40,1
65-,17,2021-12-17,FALSE,M,FALSE,40,2
65-,118,2021-12-17,FALSE,M,FALSE,40,3
UNK,24,2021-12-17,TRUE,U,FALSE,40,1
UNK,13,2021-12-17,TRUE,U,FALSE,40,2
UNK,18,2021-12-17,TRUE,U,FALSE,40,3
-64,532,2021-12-18,FALSE,F,FALSE,40,1
-64,1146,2021-12-18,FALSE,F,FALSE,40,2
-64,249,2021-12-18,FALSE,F,FALSE,40,3
65-,29,2021-12-18,FALSE,F,FALSE,40,1
65-,58,2021-12-18,FALSE,F,FALSE,40,2
65-,23,2021-12-18,FALSE,F,FALSE,40,3
-64,642,2021-12-18,FALSE,M,FALSE,40,1
-64,1400,2021-12-18,FALSE,M,FALSE,40,2
-64,88,2021-12-18,FALSE,M,FALSE,40,3
65-,22,2021-12-18,FALSE,M,FALSE,40,1
65-,62,2021-12-18,FALSE,M,FALSE,40,2
65-,23,2021-12-18,FALSE,M,FALSE,40,3
UNK,16,2021-12-18,TRUE,U,FALSE,40,1
UNK,51,2021-12-18,TRUE,U,FALSE,40,2
UNK,6,2021-12-18,TRUE,U,FALSE,40,3
-64,206,2021-12-19,FALSE,F,FALSE,40,1
-64,586,2021-12-19,FALSE,F,FALSE,40,2
-64,13,2021-12-19,FALSE,F,FALSE,40,3
65-,9,2021-12-19,FALSE,F,FALSE,40,1
65-,34,2021-12-19,FALSE,F,FALSE,40,2
65-,3,2021-12-19,FALSE,F,FALSE,40,3
-64,328,2021-12-19,FALSE,M,FALSE,40,1
-64,724,2021-12-19,FALSE,M,FALSE,40,2
-64,15,2021-12-19,FALSE,M,FALSE,40,3
65-,8,2021-12-19,FALSE,M,FALSE,40,1
65-,38,2021-12-19,FALSE,M,FALSE,40,2
65-,2,2021-12-19,FALSE,M,FALSE,40,3
UNK,9,2021-12-19,TRUE,U,FALSE,40,1
UNK,18,2021-12-19,TRUE,U,FALSE,40,2
UNK,1,2021-12-19,TRUE,U,FALSE,40,3
-64,87,2021-12-20,FALSE,F,FALSE,40,1
-64,263,2021-12-20,FALSE,F,FALSE,40,2
-64,1630,2021-12-20,FALSE,F,FALSE,40,3
65-,3,2021-12-20,FALSE,F,FALSE,40,1
65-,11,2021-12-20,FALSE,F,FALSE,40,2
65-,99,2021-12-20,FALSE,F,FALSE,40,3
-64,117,2021-12-20,FALSE,M,FALSE,40,1
-64,360,2021-12-20,FALSE,M,FALSE,40,2
-64,830,2021-12-20,FALSE,M,FALSE,40,3
65-,5,2021-12-20,FALSE,M,FALSE,40,1
65-,14,2021-12-20,FALSE,M,FALSE,40,2
65-,90,2021-12-20,FALSE,M,FALSE,40,3
UNK,13,2021-12-20,TRUE,U,FALSE,40,2
UNK,11,2021-12-20,TRUE,U,FALSE,40,3
-64,175,2021-12-21,FALSE,F,FALSE,40,1
-64,336,2021-12-21,FALSE,F,FALSE,40,2
-64,2384,2021-12-21,FALSE,F,FALSE,40,3
65-,11,2021-12-21,FALSE,F,FALSE,40,1
65-,22,2021-12-21,FALSE,F,FALSE,40,2
65-,144,2021-12-21,FALSE,F,FALSE,40,3
-64,208,2021-12-21,FALSE,M,FALSE,40,1
-64,395,2021-12-21,FALSE,M,FALSE,40,2
-64,1068,2021-12-21,FALSE,M,FALSE,40,3
65-,13,2021-12-21,FALSE,M,FALSE,40,1
65-,20,2021-12-21,FALSE,M,FALSE,40,2
65-,130,2021-12-21,FALSE,M,FALSE,40,3
-64,2,2021-12-21,FALSE,U,FALSE,40,3
UNK,9,2021-12-21,TRUE,U,FALSE,40,1
UNK,18,2021-12-21,TRUE,U,FALSE,40,2
UNK,80,2021-12-21,TRUE,U,FALSE,40,3
-64,158,2021-12-22,FALSE,F,FALSE,40,1
