age,count,date,deceased,gender,medical_worker,prefecture,status
65-,36,2022-07-03,FALSE,M,FALSE,40,3
65-,1266,2022-07-03,FALSE,M,FALSE,40,4
UNK,1,2022-07-03,FALSE,U,FALSE,40,2
UNK,6,2022-07-03,FALSE,U,FALSE,40,3
UNK,31,2022-07-03,FALSE,U,FALSE,40,4
-64,26,2022-07-04,FALSE,F,FALSE,40,1
-64,23,2022-07-04,FALSE,F,FALSE,40,2
-64,457,2022-07-04,FALSE,F,FALSE,40,3
-64,238,2022-07-04,FALSE,F,FALSE,40,4
65-,3,2022-07-04,FALSE,F,FALSE,40,1
65-,3,2022-07-04,FALSE,F,FALSE,40,2
65-,63,2022-07-04,FALSE,F,FALSE,40,3
65-,3744,2022-07-04,FALSE,F,FALSE,40,4
-64,32,2022-07-04,FALSE,M,FALSE,40,1
-64,35,2022-07-04,FALSE,M,FALSE,40,2
-64,479,2022-07-04,FALSE,M,FALSE,40,3
-64,268,2022-07-04,FALSE,M,FALSE,40,4
65-,3,2022-07-04,FALSE,M,FALSE,40,2
65-,33,2022-07-04,FALSE,M,FALSE,40,3
65-,2905,2022-07-04,FALSE,M,FALSE,40,4
65-,1,2022-07-04,FALSE,U,FALSE,40,4
UNK,30,2022-07-04,FALSE,U,FALSE,40,3
UNK,156,2022-07-04,FALSE,U,FALSE,40,4
-64,28,2022-07-05,FALSE,F,FALSE,40,1
-64,35,2022-07-05,FALSE,F,FALSE,40,2
-64,514,2022-07-05,FALSE,F,FALSE,40,3
-64,270,2022-07-05,FALSE,F,FALSE,40,4
65-,3,2022-07-05,FALSE,F,FALSE,40,1
65-,6,2022-07-05,FALSE,F,FALSE,40,2
65-,75,2022-07-05,FALSE,F,FALSE,40,3
65-,4184,2022-07-05,FALSE,F,FALSE,40,4
-64,35,2022-07-05,FALSE,M,FALSE,40,1
-64,25,2022-07-05,FALSE,M,FALSE,40,2
-64,500,2022-07-05,FALSE,M,FALSE,40,3
-64,254,2022-07-05,FALSE,M,FALSE,40,4
65-,5,2022-07-05,FALSE,M,FALSE,40,1
65-,2,2022-07-05,FALSE,M,FALSE,40,2
65-,36,2022-07-05,FALSE,M,FALSE,40,3
65-,3467,2022-07-05,FALSE,M,FALSE,40,4
UNK,1,2022-07-05,FALSE,U,FALSE,40,2
UNK,12,2022-07-05,FALSE,U,FALSE,40,3
UNK,189,2022-07-05,FALSE,U,FALSE,40,4
-64,35,2022-07-06,FALSE,F,FALSE,40,1
-64,39,2022-07-06,FALSE,F,FALSE,40,2
-64,497,2022-07-06,FALSE,F,FALSE,40,3
-64,329,2022-07-06,FALSE,F,FALSE,40,4
65-,4,2022-07-06,FALSE,F,FALSE,40,1
65-,4,2022-07-06,FALSE,F,FALSE,40,2
65-,88,2022-07-06,FALSE,F,FALSE,40,3
65-,3958,2022-07-06,FALSE,F,FALSE,40,4
-64,30,2022-07-06,FALSE,M,FALSE,40,1
-64,35,2022-07-06,FALSE,M,FALSE,40,2
-64,543,2022-07-06,FALSE,M,FALSE,40,3
-64,248,2022-07-06,FALSE,M,FALSE,40,4
65-,3,2022-07-06,FALSE,M,FALSE,40,1
65-,1,2022-07-06,FALSE,M,FALSE,40,2
65-,46,2022-07-06,FALSE,M,FALSE,40,3
65-,2906,2022-07-06,FALSE,M,FALSE,40,4
65-,2,2022-07-06,FALSE,U,FALSE,40,4
UNK,20,2022-07-06,FALSE,U,FALSE,40,3
UNK,191,2022-07-06,FALSE,U,FALSE,40,4
-64,22,2022-07-07,FALSE,F,FALSE,40,1
-64,30,2022-07-07,FALSE,F,FALSE,40,2
-64,590,2022-07-07,FALSE,F,FALSE,40,3
-64,511,2022-07-07,FALSE,F,FALSE,40,4
65-,1,2022-07-07,FALSE,F,FALSE,40,2
65-,40,2022-07-07,FALSE,F,FALSE,40,3
65-,4600,2022-07-07,FALSE,F,FALSE,40,4
-64,31,2022-07-07,FALSE,M,FALSE,40,1
-64,31,2022-07-07,FALSE,M,FALSE,40,2
-64,670,2022-07-07,FALSE,M,FALSE,40,3
-64,388,2022-07-07,FALSE,M,FALSE,40,4
65-,1,2022-07-07,FALSE,M,FALSE,40,1
65-,2,2022-07-07,FALSE,M,FALSE,40,2
65-,31,2022-07-07,FALSE,M,FALSE,40,3
65-,3675,2022-07-07,FALSE,M,FALSE,40,4
UNK,1,2022-07-07,FALSE,U,FALSE,40,2
UNK,14,2022-07-07,FALSE,U,FALSE,40,3
UNK,183,2022-07-07,FALSE,U,FALSE,40,4
-64,88,2022-07-08,FALSE,F,FALSE,40,1
-64,80,2022-07-08,FALSE,F,FALSE,40,2
-64,1424,2022-07-08,FALSE,F,FALSE,40,3
-64,896,2022-07-08,FALSE,F,FALSE,40,4
65-,6,2022-07-08,FALSE,F,FALSE,40,1
65-,4,2022-07-08,FALSE,F,FALSE,40,2
65-,72,2022-07-08,FALSE,F,FALSE,40,3
65-,7478,2022-07-08,FALSE,F,FALSE,40,4
-64,102,2022-07-08,FALSE,M,FALSE,40,1
-64,93,2022-07-08,FALSE,M,FALSE,40,2
-64,1248,2022-07-08,FALSE,M,FALSE,40,3
-64,684,2022-07-08,FALSE,M,FALSE,40,4
65-,4,2022-07-08,FALSE,M,FALSE,40,1
65-,3,2022-07-08,FALSE,M,FALSE,40,2
65-,69,2022-07-08,FALSE,M,FALSE,40,3
65-,6049,2022-07-08,FALSE,M,FALSE,40,4
65-,1,2022-07-08,FALSE,U,FALSE,40,4
UNK,2,2022-07-08,FALSE,U,FALSE,40,1
UNK,2,2022-07-08,FALSE,U,FALSE,40,2
UNK,15,2022-07-08,FALSE,U,FALSE,40,3
UNK,213,2022-07-08,FALSE,U,FALSE,40,4
-64,165,2022-07-09,FALSE,F,FALSE,40,1
-64,263,2022-07-09,FALSE,F,FALSE,40,2
-64,1879,2022-07-09,FALSE,F,FALSE,40,3
-64,496,2022-07-09,FALSE,F,FALSE,40,4
65-,3,2022-07-09,FALSE,F,FALSE,40,1
65-,8,2022-07-09,FALSE,F,FALSE,40,2
65-,71,2022-07-09,FALSE,F,FALSE,40,3
65-,5457,2022-07-09,FALSE,F,FALSE,40,4
-64,167,2022-07-09,FALSE,M,FALSE,40,1
-64,270,2022-07-09,FALSE,M,FALSE,40,2
-64,1742,2022-07-09,FALSE,M,FALSE,40,3
-64,512,2022-07-09,FALSE,M,FALSE,40,4
65-,3,2022-07-09,FALSE,M,FALSE,40,1
65-,5,2022-07-09,FALSE,M,FALSE,40,2
65-,59,2022-07-09,FALSE,M,FALSE,40,3
65-,4866,2022-07-09,FALSE,M,FALSE,40,4
65-,1,2022-07-09,FALSE,U,FALSE,40,4
UNK,1,2022-07-09,FALSE,U,FALSE,40,1
UNK,4,2022-07-09,FALSE,U,FALSE,40,2
UNK,19,2022-07-09,FALSE,U,FALSE,40,3
UNK,128,2022-07-09,FALSE,U,FALSE,40,4
-64,75,2022-07-10,FALSE,F,FALSE,40,1
-64,107,2022-07-10,FALSE,F,FALSE,40,2
-64,759,2022-07-10,FALSE,F,FALSE,40,3
-64,107,2022-07-10,FALSE,F,FALSE,40,4
65-,8,2022-07-10,FALSE,F,FALSE,40,1
65-,3,2022-07-10,FALSE,F,FALSE,40,2
65-,32,2022-07-10,FALSE,F,FALSE,40,3
65-,2271,2022-07-10,FALSE,F,FALSE,40,4
-64,82,2022-07-10,FALSE,M,FALSE,40,1
-64,112,2022-07-10,FALSE,M,FALSE,40,2
-64,918,2022-07-10,FALSE,M,FALSE,40,3
-64,96,2022-07-10,FALSE,M,FALSE,40,4
65-,3,2022-07-10,FALSE,M,FALSE,40,1
65-,1,2022-07-10,FALSE,M,FALSE,40,2
65-,34,2022-07-10,FALSE,M,FALSE,40,3
65-,2089,2022-07-10,FALSE,M,FALSE,40,4
UNK,1,2022-07-10,FALSE,U,FALSE,40,2
UNK,2,2022-07-10,FALSE,U,FALSE,40,3
UNK,48,2022-07-10,FALSE,U,FALSE,40,4
-64,18,2022-07-11,FALSE,F,FALSE,40,1
-64,18,2022-07-11,FALSE,F,FALSE,40,2
-64,521,2022-07-11,FALSE,F,FALSE,40,3
-64,372,2022-07-11,FALSE,F,FALSE,40,4
65-,6,2022-07-11,FALSE,F,FALSE,40,1
65-,4,2022-07-11,FALSE,F,FALSE,40,2
65-,49,2022-07-11,FALSE,F,FALSE,40,3
65-,6226,2022-07-11,FALSE,F,FALSE,40,4
-64,23,2022-07-11,FALSE,M,FALSE,40,1
-64,23,2022-07-11,FALSE,M,FALSE,40,2
-64,498,2022-07-11,FALSE,M,FALSE,40,3
-64,349,2022-07-11,FALSE,M,FALSE,40,4
65-,1,2022-07-11,FALSE,M,FALSE,40,1
65-,2,2022-07-11,FALSE,M,FALSE,40,2
65-,29,2022-07-11,FALSE,M,FALSE,40,3
65-,4967,2022-07-11,FALSE,M,FALSE,40,4
UNK,1,2022-07-11,FALSE,U,FALSE,40,1
UNK,2,2022-07-11,FALSE,U,FALSE,40,2
UNK,8,2022-07-11,FALSE,U,FALSE,40,3
UNK,226,2022-07-11,FALSE,U,FALSE,40,4
-64,41,2022-07-12,FALSE,F,FALSE,40,1
-64,41,2022-07-12,FALSE,F,FALSE,40,2
-64,521,2022-07-12,FALSE,F,FALSE,40,3
-64,432,2022-07-12,FALSE,F,FALSE,40,4
65-,7,2022-07-12,FALSE,F,FALSE,40,1
65-,7,2022-07-12,FALSE,F,FALSE,40,2
65-,67,2022-07-12,FALSE,F,FALSE,40,3
65-,8032,2022-07-12,FALSE,F,FALSE,40,4
-64,46,2022-07-12,FALSE,M,FALSE,40,1
-64,39,2022-07-12,FALSE,M,FALSE,40,2
-64,498,2022-07-12,FALSE,M,FALSE,40,3
-64,360,2022-07-12,FALSE,M,FALSE,40,4
65-,1,2022-07-12,FALSE,M,FALSE,40,1
65-,2,2022-07-12,FALSE,M,FALSE,40,2
65-,32,2022-07-12,FALSE,M,FALSE,40,3
65-,6263,2022-07-12,FALSE,M,FALSE,40,4
65-,2,2022-07-12,FALSE,U,FALSE,40,4
UNK,1,2022-07-12,FALSE,U,FALSE,40,1
UNK,16,2022-07-12,FALSE,U,FALSE,40,3
UNK,329,2022-07-12,FALSE,U,FALSE,40,4
-64,34,2022-07-13,FALSE,F,FALSE,40,1
-64,28,2022-07-13,FALSE,F,FALSE,40,2
-64,557,2022-07-13,FALSE,F,FALSE,40,3
-64,435,2022-07-13,FALSE,F,FALSE,40,4
65-,4,2022-07-13,FALSE,F,FALSE,40,1
65-,4,2022-07-13,FALSE,F,FALSE,40,2
65-,71,2022-07-13,FALSE,F,FALSE,40,3
65-,6802,2022-07-13,FALSE,F,FALSE,40,4
-64,27,2022-07-13,FALSE,M,FALSE,40,1
-64,48,2022-07-13,FALSE,M,FALSE,40,2
-64,612,2022-07-13,FALSE,M,FALSE,40,3
-64,354,2022-07-13,FALSE,M,FALSE,40,4
65-,4,2022-07-13,FALSE,M,FALSE,40,1
65-,2,2022-07-13,FALSE,M,FALSE,40,2
65-,41,2022-07-13,FALSE,M,FALSE,40,3
65-,5307,2022-07-13,FALSE,M,FALSE,40,4
UNK,1,2022-07-13,FALSE,U,FALSE,40,1
UNK,1,2022-07-13,FALSE,U,FALSE,40,2
UNK,11,2022-07-13,FALSE,U,FALSE,40,3
UNK,260,2022-07-13,FALSE,U,FALSE,40,4
-64,56,2022-07-14,FALSE,F,FALSE,40,1
-64,32,2022-07-14,FALSE,F,FALSE,40,2
-64,626,2022-07-14,FALSE,F,FALSE,40,3
-64,518,2022-07-14,FALSE,F,FALSE,40,4
65-,3,2022-07-14,FALSE,F,FALSE,40,1
65-,2,2022-07-14,FALSE,F,FALSE,40,2
65-,71,2022-07-14,FALSE,F,FALSE,40,3
65-,8115,2022-07-14,FALSE,F,FALSE,40,4
-64,47,2022-07-14,FALSE,M,FALSE,40,1
-64,28,2022-07-14,FALSE,M,FALSE,40,2
-64,643,2022-07-14,FALSE,M,FALSE,40,3
-64,421,2022-07-14,FALSE,M,FALSE,40,4
65-,63,2022-07-14,FALSE,M,FALSE,40,3
65-,6122,2022-07-14,FALSE,M,FALSE,40,4
65-,2,2022-07-14,FALSE,U,FALSE,40,4
UNK,1,2022-07-14,FALSE,U,FALSE,40,1
UNK,2,2022-07-14,FALSE,U,FALSE,40,2
UNK,14,2022-07-14,FALSE,U,FALSE,40,3
UNK,258,2022-07-14,FALSE,U,FALSE,40,4
-64,116,2022-07-15,FALSE,F,FALSE,40,1
-64,95,2022-07-15,FALSE,F,FALSE,40,2
-64,1561,2022-07-15,FALSE,F,FALSE,40,3
-64,1051,2022-07-15,FALSE,F,FALSE,40,4
65-,6,2022-07-15,FALSE,F,FALSE,40,1
65-,7,2022-07-15,FALSE,F,FALSE,40,2
65-,90,2022-07-15,FALSE,F,FALSE,40,3
65-,11372,2022-07-15,FALSE,F,FALSE,40,4
-64,112,2022-07-15,FALSE,M,FALSE,40,1
-64,102,2022-07-15,FALSE,M,FALSE,40,2
-64,1456,2022-07-15,FALSE,M,FALSE,40,3
-64,915,2022-07-15,FALSE,M,FALSE,40,4
65-,1,2022-07-15,FALSE,M,FALSE,40,1
65-,2,2022-07-15,FALSE,M,FALSE,40,2
65-,58,2022-07-15,FALSE,M,FALSE,40,3
65-,8852,2022-07-15,FALSE,M,FALSE,40,4
UNK,3,2022-07-15,FALSE,U,FALSE,40,1
UNK,28,2022-07-15,FALSE,U,FALSE,40,3
UNK,332,2022-07-15,FALSE,U,FALSE,40,4
-64,221,2022-07-16,FALSE,F,FALSE,40,1
-64,191,2022-07-16,FALSE,F,FALSE,40,2
-64,2024,2022-07-16,FALSE,F,FALSE,40,3
-64,966,2022-07-16,FALSE,F,FALSE,40,4
65-,3,2022-07-16,FALSE,F,FALSE,40,1
65-,5,2022-07-16,FALSE,F,FALSE,40,2
65-,86,2022-07-16,FALSE,F,FALSE,40,3
65-,10645,2022-07-16,FALSE,F,FALSE,40,4
-64,215,2022-07-16,FALSE,M,FALSE,40,1
-64,197,2022-07-16,FALSE,M,FALSE,40,2
-64,2227,2022-07-16,FALSE,M,FALSE,40,3
-64,844,2022-07-16,FALSE,M,FALSE,40,4
65-,3,2022-07-16,FALSE,M,FALSE,40,1
65-,1,2022-07-16,FALSE,M,FALSE,40,2
65-,70,2022-07-16,FALSE,M,FALSE,40,3
65-,9385,2022-07-16,FALSE,M,FALSE,40,4
UNK,2,2022-07-16,FALSE,U,FALSE,40,1
UNK,2,2022-07-16,FALSE,U,FALSE,40,2
UNK,22,2022-07-16,FALSE,U,FALSE,40,3
UNK,267,2022-07-16,FALSE,U,FALSE,40,4
-64,103,2022-07-17,FALSE,F,FALSE,40,1
-64,56,2022-07-17,FALSE,F,FALSE,40,2
-64,994,2022-07-17,FALSE,F,FALSE,40,3
-64,179,2022-07-17,FALSE,F,FALSE,40,4
65-,1,2022-07-17,FALSE,F,FALSE,40,1
65-,1,2022-07-17,FALSE,F,FALSE,40,2
65-,48,2022-07-17,FALSE,F,FALSE,40,3
65-,6680,2022-07-17,FALSE,F,FALSE,40,4
-64,107,2022-07-17,FALSE,M,FALSE,40,1
-64,68,2022-07-17,FALSE,M,FALSE,40,2
-64,1074,2022-07-17,FALSE,M,FALSE,40,3
-64,145,2022-07-17,FALSE,M,FALSE,40,4
65-,2,2022-07-17,FALSE,M,FALSE,40,1
65-,1,2022-07-17,FALSE,M,FALSE,40,2
65-,48,2022-07-17,FALSE,M,FALSE,40,3
65-,5960,2022-07-17,FALSE,M,FALSE,40,4
UNK,5,2022-07-17,FALSE,U,FALSE,40,1
UNK,7,2022-07-17,FALSE,U,FALSE,40,3
UNK,123,2022-07-17,FALSE,U,FALSE,40,4
-64,4,2022-07-18,FALSE,F,FALSE,40,1
-64,5,2022-07-18,FALSE,F,FALSE,40,2
-64,279,2022-07-18,FALSE,F,FALSE,40,3
-64,199,2022-07-18,FALSE,F,FALSE,40,4
65-,1,2022-07-18,FALSE,F,FALSE,40,1
65-,1,2022-07-18,FALSE,F,FALSE,40,2
65-,14,2022-07-18,FALSE,F,FALSE,40,3
65-,1461,2022-07-18,FALSE,F,FALSE,40,4
-64,13,2022-07-18,FALSE,M,FALSE,40,1
-64,3,2022-07-18,FALSE,M,FALSE,40,2
-64,275,2022-07-18,FALSE,M,FALSE,40,3
-64,301,2022-07-18,FALSE,M,FALSE,40,4
65-,1,2022-07-18,FALSE,M,FALSE,40,1
65-,19,2022-07-18,FALSE,M,FALSE,40,3
65-,1404,2022-07-18,FALSE,M,FALSE,40,4
UNK,4,2022-07-18,FALSE,U,FALSE,40,3
UNK,54,2022-07-18,FALSE,U,FALSE,40,4
-64,40,2022-07-19,FALSE,F,FALSE,40,1
-64,52,2022-07-19,FALSE,F,FALSE,40,2
-64,772,2022-07-19,FALSE,F,FALSE,40,3
-64,730,2022-07-19,FALSE,F,FALSE,40,4
65-,7,2022-07-19,FALSE,F,FALSE,40,1
65-,3,2022-07-19,FALSE,F,FALSE,40,2
65-,115,2022-07-19,FALSE,F,FALSE,40,3
65-,11309,2022-07-19,FALSE,F,FALSE,40,4
-64,54,2022-07-19,FALSE,M,FALSE,40,1
-64,48,2022-07-19,FALSE,M,FALSE,40,2
-64,735,2022-07-19,FALSE,M,FALSE,40,3
-64,676,2022-07-19,FALSE,M,FALSE,40,4
65-,9,2022-07-19,FALSE,M,FALSE,40,1
65-,3,2022-07-19,FALSE,M,FALSE,40,2
65-,86,2022-07-19,FALSE,M,FALSE,40,3
65-,8494,2022-07-19,FALSE,M,FALSE,40,4
UNK,1,2022-07-19,FALSE,U,FALSE,40,1
UNK,24,2022-07-19,FALSE,U,FALSE,40,3
UNK,410,2022-07-19,FALSE,U,FALSE,40,4
-64,52,2022-07-20,FALSE,F,FALSE,40,1
-64,31,2022-07-20,FALSE,F,FALSE,40,2
-64,812,2022-07-20,FALSE,F,FALSE,40,3
-64,819,2022-07-20,FALSE,F,FALSE,40,4
65-,2,2022-07-20,FALSE,F,FALSE,40,1
65-,5,2022-07-20,FALSE,F,FALSE,40,2
65-,135,2022-07-20,FALSE,F,FALSE,40,3
65-,12638,2022-07-20,FALSE,F,FALSE,40,4
-64,63,2022-07-20,FALSE,M,FALSE,40,1
-64,43,2022-07-20,FALSE,M,FALSE,40,2
-64,843,2022-07-20,FALSE,M,FALSE,40,3
-64,631,2022-07-20,FALSE,M,FALSE,40,4
65-,2,2022-07-20,FALSE,M,FALSE,40,1
65-,3,2022-07-20,FALSE,M,FALSE,40,2
65-,77,2022-07-20,FALSE,M,FALSE,40,3
65-,9589,2022-07-20,FALSE,M,FALSE,40,4
65-,1,2022-07-20,FALSE,U,FALSE,40,4
UNK,4,2022-07-20,FALSE,U,FALSE,40,1
UNK,1,2022-07-20,FALSE,U,FALSE,40,2
UNK,20,2022-07-20,FALSE,U,FALSE,40,3
UNK,421,2022-07-20,FALSE,U,FALSE,40,4
-64,81,2022-07-21,FALSE,F,FALSE,40,1
-64,44,2022-07-21,FALSE,F,FALSE,40,2
-64,887,2022-07-21,FALSE,F,FALSE,40,3
-64,947,2022-07-21,FALSE,F,FALSE,40,4
65-,4,2022-07-21,FALSE,F,FALSE,40,1
65-,7,2022-07-21,FALSE,F,FALSE,40,2
65-,116,2022-07-21,FALSE,F,FALSE,40,3
65-,12770,2022-07-21,FALSE,F,FALSE,40,4
-64,71,2022-07-21,FALSE,M,FALSE,40,1
-64,47,2022-07-21,FALSE,M,FALSE,40,2
-64,848,2022-07-21,FALSE,M,FALSE,40,3
-64,741,2022-07-21,FALSE,M,FALSE,40,4
65-,3,2022-07-21,FALSE,M,FALSE,40,1
65-,3,2022-07-21,FALSE,M,FALSE,40,2
65-,66,2022-07-21,FALSE,M,FALSE,40,3
65-,9817,2022-07-21,FALSE,M,FALSE,40,4
-64,1,2022-07-21,FALSE,U,FALSE,40,4
65-,1,2022-07-21,FALSE,U,FALSE,40,4
UNK,1,2022-07-21,FALSE,U,FALSE,40,1
UNK,13,2022-07-21,FALSE,U,FALSE,40,3
UNK,484,2022-07-21,FALSE,U,FALSE,40,4
-64,165,2022-07-22,FALSE,F,FALSE,40,1
-64,104,2022-07-22,FALSE,F,FALSE,40,2
-64,1991,2022-07-22,FALSE,F,FALSE,40,3
-64,1501,2022-07-22,FALSE,F,FALSE,40,4
65-,7,2022-07-22,FALSE,F,FALSE,40,1
65-,8,2022-07-22,FALSE,F,FALSE,40,2
65-,138,2022-07-22,FALSE,F,FALSE,40,3
65-,14854,2022-07-22,FALSE,F,FALSE,40,4
-64,173,2022-07-22,FALSE,M,FALSE,40,1
-64,95,2022-07-22,FALSE,M,FALSE,40,2
-64,1821,2022-07-22,FALSE,M,FALSE,40,3
-64,1302,2022-07-22,FALSE,M,FALSE,40,4
65-,5,2022-07-22,FALSE,M,FALSE,40,1
65-,3,2022-07-22,FALSE,M,FALSE,40,2
65-,105,2022-07-22,FALSE,M,FALSE,40,3
65-,11054,2022-07-22,FALSE,M,FALSE,40,4
-64,2,2022-07-22,FALSE,U,FALSE,40,4
UNK,1,2022-07-22,FALSE,U,FALSE,40,1
UNK,4,2022-07-22,FALSE,U,FALSE,40,2
UNK,25,2022-07-22,FALSE,U,FALSE,40,3
UNK,482,2022-07-22,FALSE,U,FALSE,40,4
-64,209,2022-07-23,FALSE,F,FALSE,40,1
-64,161,2022-07-23,FALSE,F,FALSE,40,2
-64,2415,2022-07-23,FALSE,F,FALSE,40,3
-64,1323,2022-07-23,FALSE,F,FALSE,40,4
65-,4,2022-07-23,FALSE,F,FALSE,40,1
65-,4,2022-07-23,FALSE,F,FALSE,40,2
65-,139,2022-07-23,FALSE,F,FALSE,40,3
65-,12876,2022-07-23,FALSE,F,FALSE,40,4
-64,199,2022-07-23,FALSE,M,FALSE,40,1
-64,173,2022-07-23,FALSE,M,FALSE,40,2
-64,2550,2022-07-23,FALSE,M,FALSE,40,3
-64,1198,2022-07-23,FALSE,M,FALSE,40,4
65-,5,2022-07-23,FALSE,M,FALSE,40,1
65-,3,2022-07-23,FALSE,M,FALSE,40,2
65-,119,2022-07-23,FALSE,M,FALSE,40,3
65-,10524,2022-07-23,FALSE,M,FALSE,40,4
65-,1,2022-07-23,FALSE,U,FALSE,40,4
UNK,3,2022-07-23,FALSE,U,FALSE,40,2
UNK,23,2022-07-23,FALSE,U,FALSE,40,3
UNK,321,2022-07-23,FALSE,U,FALSE,40,4
-64,155,2022-07-24,FALSE,F,FALSE,40,1
-64,63,2022-07-24,FALSE,F,FALSE,40,2
-64,1073,2022-07-24,FALSE,F,FALSE,40,3
-64,418,2022-07-24,FALSE,F,FALSE,40,4
65-,5,2022-07-24,FALSE,F,FALSE,40,1
65-,5,2022-07-24,FALSE,F,FALSE,40,2
65-,65,2022-07-24,FALSE,F,FALSE,40,3
65-,8910,2022-07-24,FALSE,F,FALSE,40,4
-64,140,2022-07-24,FALSE,M,FALSE,40,1
-64,61,2022-07-24,FALSE,M,FALSE,40,2
-64,1282,2022-07-24,FALSE,M,FALSE,40,3
-64,376,2022-07-24,FALSE,M,FALSE,40,4
65-,1,2022-07-24,FALSE,M,FALSE,40,1
65-,1,2022-07-24,FALSE,M,FALSE,40,2
65-,54,2022-07-24,FALSE,M,FALSE,40,3
65-,7742,2022-07-24,FALSE,M,FALSE,40,4
-64,1,2022-07-24,FALSE,U,FALSE,40,4
UNK,2,2022-07-24,FALSE,U,FALSE,40,1
UNK,1,2022-07-24,FALSE,U,FALSE,40,2
UNK,10,2022-07-24,FALSE,U,FALSE,40,3
UNK,165,2022-07-24,FALSE,U,FALSE,40,4
-64,47,2022-07-25,FALSE,F,FALSE,40,1
-64,30,2022-07-25,FALSE,F,FALSE,40,2
-64,906,2022-07-25,FALSE,F,FALSE,40,3
-64,986,2022-07-25,FALSE,F,FALSE,40,4
65-,3,2022-07-25,FALSE,F,FALSE,40,1
65-,6,2022-07-25,FALSE,F,FALSE,40,2
65-,90,2022-07-25,FALSE,F,FALSE,40,3
65-,10344,2022-07-25,FALSE,F,FALSE,40,4
-64,74,2022-07-25,FALSE,M,FALSE,40,1
-64,41,2022-07-25,FALSE,M,FALSE,40,2
-64,844,2022-07-25,FALSE,M,FALSE,40,3
-64,848,2022-07-25,FALSE,M,FALSE,40,4
65-,1,2022-07-25,FALSE,M,FALSE,40,1
65-,3,2022-07-25,FALSE,M,FALSE,40,2
65-,61,2022-07-25,FALSE,M,FALSE,40,3
65-,7200,2022-07-25,FALSE,M,FALSE,40,4
UNK,5,2022-07-25,FALSE,U,FALSE,40,1
UNK,3,2022-07-25,FALSE,U,FALSE,40,2
UNK,24,2022-07-25,FALSE,U,FALSE,40,3
UNK,439,2022-07-25,FALSE,U,FALSE,40,4
-64,140,2022-07-26,FALSE,F,FALSE,40,1
-64,50,2022-07-26,FALSE,F,FALSE,40,2
-64,1087,2022-07-26,FALSE,F,FALSE,40,3
-64,1260,2022-07-26,FALSE,F,FALSE,40,4
65-,9,2022-07-26,FALSE,F,FALSE,40,1
65-,4,2022-07-26,FALSE,F,FALSE,40,2
65-,127,2022-07-26,FALSE,F,FALSE,40,3
65-,13185,2022-07-26,FALSE,F,FALSE,40,4
-64,128,2022-07-26,FALSE,M,FALSE,40,1
-64,45,2022-07-26,FALSE,M,FALSE,40,2
-64,865,2022-07-26,FALSE,M,FALSE,40,3
-64,1029,2022-07-26,FALSE,M,FALSE,40,4
65-,3,2022-07-26,FALSE,M,FALSE,40,1
65-,5,2022-07-26,FALSE,M,FALSE,40,2
65-,89,2022-07-26,FALSE,M,FALSE,40,3
65-,9072,2022-07-26,FALSE,M,FALSE,40,4
65-,2,2022-07-26,FALSE,U,FALSE,40,4
UNK,1,2022-07-26,FALSE,U,FALSE,40,1
UNK,1,2022-07-26,FALSE,U,FALSE,40,2
UNK,26,2022-07-26,FALSE,U,FALSE,40,3
UNK,517,2022-07-26,FALSE,U,FALSE,40,4
-64,97,2022-07-27,FALSE,F,FALSE,40,1
-64,61,2022-07-27,FALSE,F,FALSE,40,2
-64,925,2022-07-27,FALSE,F,FALSE,40,3
-64,1182,2022-07-27,FALSE,F,FALSE,40,4
65-,10,2022-07-27,FALSE,F,FALSE,40,1
65-,3,2022-07-27,FALSE,F,FALSE,40,2
65-,88,2022-07-27,FALSE,F,FALSE,40,3
65-,12747,2022-07-27,FALSE,F,FALSE,40,4
-64,109,2022-07-27,FALSE,M,FALSE,40,1
-64,34,2022-07-27,FALSE,M,FALSE,40,2
-64,924,2022-07-27,FALSE,M,FALSE,40,3
-64,909,2022-07-27,FALSE,M,FALSE,40,4
65-,8,2022-07-27,FALSE,M,FALSE,40,1
65-,1,2022-07-27,FALSE,M,FALSE,40,2
65-,75,2022-07-27,FALSE,M,FALSE,40,3
65-,9363,2022-07-27,FALSE,M,FALSE,40,4
UNK,2,2022-07-27,FALSE,U,FALSE,40,1
UNK,1,2022-07-27,FALSE,U,FALSE,40,2
UNK,24,2022-07-27,FALSE,U,FALSE,40,3
UNK,444,2022-07-27,FALSE,U,FALSE,40,4
-64,131,2022-07-28,FALSE,F,FALSE,40,1
-64,40,2022-07-28,FALSE,F,FALSE,40,2
-64,956,2022-07-28,FALSE,F,FALSE,40,3
-64,1462,2022-07-28,FALSE,F,FALSE,40,4
65-,7,2022-07-28,FALSE,F,FALSE,40,1
65-,6,2022-07-28,FALSE,F,FALSE,40,2
65-,120,2022-07-28,FALSE,F,FALSE,40,3
65-,13120,2022-07-28,FALSE,F,FALSE,40,4
-64,155,2022-07-28,FALSE,M,FALSE,40,1
-64,42,2022-07-28,FALSE,M,FALSE,40,2
-64,947,2022-07-28,FALSE,M,FALSE,40,3
-64,1140,2022-07-28,FALSE,M,FALSE,40,4
65-,4,2022-07-28,FALSE,M,FALSE,40,1
65-,2,2022-07-28,FALSE,M,FALSE,40,2
65-,71,2022-07-28,FALSE,M,FALSE,40,3
